trade_date,symbol,name,hot_rank,probability,action,confidence
2026-07-27,002208,合肥城建,10,0.5801104437012858,HOLD,0.5801104437012858
2026-07-27,600539,狮头股份,4,0.5370089322297613,HOLD,0.5370089322297613
2026-07-27,600667,太极实业,9,0.5112761347216487,HOLD,0.5112761347216487
2026-07-27,002156,通富微电,5,0.5071452767935084,HOLD,0.5071452767935084
2026-07-27,002083,孚日股份,6,0.5038885299388763,HOLD,0.5038885299388763
2026-07-27,603690,至纯科技,8,0.4899376804456491,HOLD,0.5100623195543509
2026-07-27,300750,宁德时代,3,0.4406386297969102,HOLD,0.5593613702030897
2026-07-27,601606,长城军工,2,0.430407911996965,HOLD,0.569592088003035
2026-07-27,001258,立新能源,7,0.3666257674298958,SELL,0.6333742325701042
